handle,title,vendor,status,word_count,chatgpt_markup,has_vintage,admin_url
san-pedro-castillo-de-molina-rose,Castillo de Molina Rosé,UMG,done,172,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233881919584
barton-guestier-passeport-rose-danjou,Barton & Guestier | Rosé D'anjou,UMG,done,179,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882247264
santa-margherita-spumante-rose-vs-brut,Santa Margherita Spumante Rosé VS Brut,UMG,done,180,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882312800
santa-margherita-stillrose-riviera-del-garda,Santa Margherita Stilrose Riviera Del Garda Classico Chiaretto,UMG,done,221,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882345568
torresella-pinot-grigio-del-veneto-rose,Torresella | Pinot Grigio Blush Rosé,UMG,done,195,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882378336
santa-margherita-prosecco-di-valdobbiadene-brut-doc-sparkling,Santa Margherita Prosecco di Valdobbiadene Brut,UMG,done,190,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882542176
mumm-cordon-rose-champagne,G.H. Mumm Champagne Brut - Rosé,UMG,done,184,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2233882607712
benaco-bresciano-giome,Cà Maiol Giomé Benaco Bresciano,UMG,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710269024
cederberg-cabernet-sauvignon,Cederberg Cabernet Sauvignon,UMG,done,211,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710367328
cederberg-chenin-blanc,Cederberg Chenin Blanc,UMG,done,209,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710432864
ernie-els-big-easy-cabernet-sauvignon,Ernie Els Big Easy Cabernet Sauvignon,UMG,done,213,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710629472
ernie-els-merlot,Ernie Els Merlot,UMG,done,242,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710695008
ernie-els-sauvignon-blanc,Ernie Els Sauvignon Blanc,UMG,done,174,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244710727776
lugana-maiol-d-o-p,Cà Maiol Lugana DOP,UMG,done,202,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244711022688
veuve-du-vernay-ice,Veuve Du Vernay Ice,UMG,done,158,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244711317600
veuve-du-vernay-ice-rose,Veuve Du Vernay Ice Rosé,UMG,done,159,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/2244711383136
barolo-docg-bricco-rocche,Ceretto | Barolo D.O.C.G. Bricco Rocche,UMG,done,222,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4190127259744
amarone-della-valpolicella-dop,Dal Forno Romano Amarone Della Valpolicella,UMG,done,218,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4190129782880
santa-margherita-pinot-grigio-valdadige,Santa Margherita Pinot Grigio Valdadige DOC,UMG,done,187,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4297403367520
san-pedro-1865-cabernet-sauvignon-red,1865 Cabernet Sauvignon,UMG,done,194,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4443581677664
ottavio-rube-rosso,Valli Unite | Ottavio Rube Rosso,Fyxx | Les Caves de Pyrene,done,279,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4444564684896
bianco-ciape,Valli Unite | Ottavio Rube Bianco,Fyxx | Les Caves de Pyrene,done,268,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4444565045344
tricicle-vi-negre-1,Tricicle Vi Negra,UMG,done,134,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4466807701600
tricicle-vi-blanc-1,Tricicle Vi Blanco,UMG,done,134,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4466807832672
tricicle-vi-rosado-1,Tricicle Vi Rosat,UMG,done,128,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/4466808029280
saint-george-cabernet-sauvignon-pinot-noir,"Saint George | Cabernet Sauvignon, Pinot Noir (Blend)",Bulos Y Zumot & Co. L.L.C,done,227,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260169773209
saint-george-merlot,Saint George | Merlot,Bulos Y Zumot & Co. L.L.C,done,236,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260176162969
saint-george-shiraz,Saint George | Shiraz,Bulos Y Zumot & Co. L.L.C,done,233,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260177047705
saint-george-muscat,Saint George | Muscat,Bulos Y Zumot & Co. L.L.C,done,242,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260179538073
saint-george-gewurztraminer,Saint George | Gewürztraminer,Bulos Y Zumot & Co. L.L.C,done,225,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260196348057
saint-george-wine-maker-selection-cabernet-sauvignon,Saint George | Cabernet Sauvignon - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,235,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5260248481945
st-g-terroir-expression-shiraz,Saint George | Shiraz - Terroir Expression,Bulos Y Zumot & Co. L.L.C,done,264,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5376271253657
st-g-terroir-expression-sauv,Saint George | Sauvignon Blanc - Terroir Expression,Bulos Y Zumot & Co. L.L.C,done,241,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5376280395929
st-g-terroir-expression-sangiovese,Saint George | Sangiovese - Terroir Expression,Bulos Y Zumot & Co. L.L.C,done,231,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5376282362009
achaval-ferrer-cabernet-sauvignon,Achaval Ferrer Cabernet Sauvignon,Bulos Y Zumot & Co. L.L.C,not_done,78,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5611090935961
achaval-ferrer-quimera,"Achaval Ferrer | ""Quimera""",Bulos Y Zumot & Co. L.L.C,not_done,287,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5611104796825
dal-forno-romano-valpolicella-superiore,Dal Forno Romano Valpolicella Superiore,UMG,done,205,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5933588381849
cabo-de-hornos,Cabo de Hornos | Cabernet Sauvignon,UMG,done,216,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/5933616496793
b-g-passeport-margaux,Barton & Guestier | Margaux,UMG,done,164,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6019718906009
b-g-cotes-du-provence-tourmaline,Barton & Guestier | Tourmaline Côtes De Provence,UMG,done,196,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6019742957721
b-g-passeport-cotes-du-rhone,Barton & Guestier | Côtes-Du-Rhône,UMG,done,187,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6019796238489
bortolomiol-miol-ecru-cuvee-prosecco,Bortolomiol MIòl Écru Cuvée,UMG,done,153,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020055007385
bortolomiol-prior-valdobbiadene-prosecco,Bortolomiol Prior Valdobbiadene,UMG,done,187,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020078731417
bortolomiol-senior-prosecco-extra-dry,Bortolomiol Senior Prosecco (Extra Dry),UMG,done,177,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020088463513
bortolomiol-filanda-rose-brut-prosecco,Bortolomiol Filanda Rosé Brut,UMG,done,187,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020105732249
ispritz,iSpritz,UMG,done,171,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020126474393
lunardi-pinot-grigio,Lunardi | Pinot Grigio,UMG,done,141,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020140368025
lunardi-soave,Lunardi | Soave,UMG,done,161,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020157898905
lunardi-chardonnay,Lunardi | Chardonnay,UMG,done,142,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020185948313
lunardi-merlot,Lunardi | Merlot,UMG,done,151,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020189323417
lunardi-cabernet-sauvignon,Lunardi | Cabernet Sauvignon,UMG,done,136,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6020192141465
torresella-sauvignon-blanc,Torresella | Sauvignon Veneto,UMG,done,153,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6024109097113
torresella-cabernet-sauvignon,Torresella | Cabernet Sauvignon,UMG,done,145,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6024114339993
cadel-bosco-pinero,Ca'del Bosco Pinéro,UMG,done,207,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6024165359769
mesa-primo-bianco,Mesa Primo Bianco,UMG,done,181,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6024242069657
mesa-primo-scuro,Mesa Primo Scuro,UMG,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6024253505689
castel-firmian-sauvignon-blanc,Castel Firmian Sauvignon Blanc,UMG,done,175,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6025886564505
castel-firmian-chardonnay,Castel Firmian Chardonnay,UMG,done,165,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6025908650137
castel-firmian-cabernet-sauvignon,Castel Firmian Cabernet Sauvignon,UMG,done,174,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6027592499353
castel-firmian-merlot,Castel Firmian Merlot,UMG,done,179,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6027601117337
mezzacorona-cabernet-sauvignon-prestige,Mezzacorona Cabernet Sauvignon Prestige,UMG,done,195,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6027649581209
mezzacorona-pinot-grigio-prestige,Mezzacorona Pinot Grigio Prestige,UMG,done,178,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6027669373081
stemmari-grillo,Stemmari Grillo,UMG,done,175,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029632241817
stemmari-chardonnay,Stemmari Pinot Grigio,UMG,done,190,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029638828185
stemmari-cabernet-sauvignon,Stemmari Cabernet Sauvignon,UMG,done,159,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029641875609
stemmari-pinot-noir,Stemmari Pinot Noir,UMG,done,185,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029649576089
stemmari-passiata,Stemmari Passiata,UMG,done,187,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029658554521
crios-malbec,Crios Malbec,UMG,done,201,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029850312857
crios-rose-of-malbec,Crios Rosé of Malbec,UMG,done,184,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029866074265
crios-torrontes,Crios Torrontes,UMG,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029930463385
susana-balbo-signature-rose,Susana Balbo Signature Rosé,UMG,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029942882457
susana-balbo-signature-white-blend,Susana Balbo Signature White Blend,UMG,done,178,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029968539801
susana-balbo-signature-malbec,Susana Balbo Signature Malbec,UMG,done,199,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6029975879833
nosotros-malbec,Nosotros | Single Vineyard Malbec,UMG,done,209,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6030137720985
sideral,Sideral,UMG,done,229,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6037456912537
9-lives-sauvignon-blanc,9 Lives | Sauvignon Blanc,UMG,done,195,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6037599813785
9-lives-cabernet-sauvignon,9 Lives | Cabernet Sauvignon,UMG,done,189,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6037606334617
leyda-pinot-noir-rose,Leyda Pinot Noir Rosé,UMG,done,206,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6037622358169
leyda-canelo-syrah,Leyda Single Vineyard Canelo Syrah,UMG,done,230,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6037633335449
18-sauvignon-blanc,18 Sauvignon Blanc,UMG,done,152,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6039190962329
18-cabernet-sauvignon,18 Cabernet Sauvignon,UMG,done,140,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6039194894489
spier-creative-block-2,Spier Creative Block 2,UMG,done,214,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6141999349913
spier-discover-pinotage-shiraz,Spier Discover Pinotage/Shiraz,UMG,done,167,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6142048272537
spier-creative-block-3,Spier Creative Block 3,UMG,done,182,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6142080188569
saint-george-wine-makers-selection-shiraz,Saint George | Shiraz - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,230,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6580296024217
saint-george-wine-makers-selection-chardonnay,Saint George | Chardonnay - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,230,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6580327514265
saint-george-wine-makers-selection-sauvingon-blanc,Saint George | Sauvingon Blanc - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,234,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6580366180505
saint-george-wine-makers-selection-sweet-muscat,Saint George | Sweet Muscat - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,252,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6580421918873
saint-george-reserve-petit-syrah,Saint George | Reserve Petit Syrah,Bulos Y Zumot & Co. L.L.C,done,256,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6580451082393
saint-george-petit-verdot-wine-maker-selection,Saint George | Petit Verdot - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,265,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662877347993
saint-george-caberet-carmenere-wine-maker-selection,Saint George | Cabernet Carmenere - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,233,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662879871129
saint-george-touriga-nacional-wine-maker-selection,Saint George | Touriga Nacional - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,254,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662880821401
saint-george-merlot-barbera-wine-maker-selection,Saint George | Merlot Barbera - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,239,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662882328729
saint-george-graciano-wine-maker-selection,Saint George | Graciano - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,245,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662884032665
saint-george-shiraz-grenache-wine-maker-selection,Saint George | Shiraz Grenache - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,235,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662884655257
saint-george-marselan-wine-maker-selection,Saint George | Marselan - Winemaker's Selection,Bulos Y Zumot & Co. L.L.C,done,257,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6662885277849
oyster-bay-sauvignon-blanc,Oyster Bay Sauvignon Blanc,UMG,done,185,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6794378313881
oyster-bay-pinot-noir,Oyster Bay Pinot Noir,UMG,done,171,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6794381951129
hebrard-bordeaux-blanc,Hebrard Bordeaux Blanc,UMG,done,165,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821962907801
hebrard-bordeaux-rouge,Hebrard Bordeaux Rouge,UMG,done,156,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821963858073
nicholas-feuillatte-champagne-brut,Nicolas Feuillatte Champagne Brut,UMG,done,174,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821981847705
nicholas-feuillatte-champagne-rose,Nicolas Feuillatte Champagne Rosé,UMG,done,185,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821982437529
nicholas-feuillatte-ice-silver,Nicolas Feuillatte Graphic Ice,UMG,done,177,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821984338073
nicholas-feuillatte-ice-rose,Nicolas Feuillatte Ice Rosé,UMG,done,181,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821984731289
love-by-leoube,Love By Leoube,UMG,done,208,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821985091737
secret-by-leoube,Secret by Leoube,UMG,done,230,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821985714329
sparkling-de-leoube,Sparkling de Leoube,UMG,done,194,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821986074777
terre-sicilane-catarratto-igp-ciello,Cantine Rallo | Ciello Bianco Catarratto,Fyxx | Les Caves de Pyrene,done,255,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821986369689
terre-sicilane-nero-d-avola-igp-ciello,Cantine Rallo | Ciello Rosso Nero d'Avola,Fyxx | Les Caves de Pyrene,done,252,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6821986566297
pocas-white-port,Poças White Port,UMG,done,215,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822000885913
pocas-tawny-port,Poças Tawny Port,UMG,done,193,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822001115289
pocas-ruby-port,Poças Ruby Port,UMG,done,184,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822001246361
pocas-vintage-16-port,Poças Vintage 2016 Port,UMG,done,224,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822001541273
altitude-red-blend,IXSIR Altitudes Red Blend,UMG,done,192,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822001836185
altitude-white-blend,IXSIR Altitudes White,UMG,done,191,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822002262169
altitude-rose,IXSIR Altitude Rosé,UMG,done,174,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822003114137
grand-reserve-rose,IXSIR Grand Reserve Rosé,UMG,done,196,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822003703961
obeideh,Sept | Obeideh,Fyxx | Sept,done,192,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822004621465
red-cuvee,Sept | Cuvee du Soleil,Fyxx | Sept,done,207,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822005342361
atibaia-red,ATIBAIA | Red,Fyxx | Atibaia,done,179,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822006456473
domain-de-baal-red,Domaine De Baal | Red,Fyxx | Domain De Baal,done,188,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822006849689
le-petit-baal-red,Domaine De Baal | Le Petit Baal Red,Fyxx | Domain De Baal,done,177,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822007373977
domain-de-baal-white,Domaine De Baal | White,Fyxx | Domain De Baal,done,172,FALSE,FALSE,https://admin.shopify.com/store/drynksapp/products/6822008029337
2019-nicolas-reau-attention-chenin-mechant,Nicolas Réau | Attention Chenin Mechant,Fyxx | Les Caves de Pyrene,done,264,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822013763737
2018-nicolas-reau-anjou-blanc-clos-des-treilles,Nicolas Réau | Clos Des Treilles,Fyxx | Les Caves de Pyrene,done,276,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822014025881
2019-nicolas-reau-enlevement-demande,Nicolas Réau | Enlèvement,Fyxx | Les Caves de Pyrene,done,255,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822014255257
2019-nicolas-reau-anjou-rouge-pompois,Nicolas Réau | Pompois,Fyxx | Les Caves de Pyrene,done,271,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822014615705
2019-vouvray-la-dilettante-sec,Breton Vouvray La Dilettante Sec,Fyxx | Les Caves de Pyrene,done,301,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822014845081
2019-bourgueil-trinch,Breton Bourgueil Trinch,Fyxx | Les Caves de Pyrene,done,271,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822015041689
2019-bourgueil-dilettante,Breton Bourgueil La Dilettante,Fyxx | Les Caves de Pyrene,done,251,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822015238297
2019-luneau-pm-m-folle-blanche-du-pays-nantais,Pierre Luneau-Papin | Folle Blanche,Fyxx | Les Caves de Pyrene,done,276,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822015500441
2018-luneau-l-papin-muscadet-terre-de-pierre,"Pierre Luneau-Papin | ""Terre De Pierre"" Muscadet",Fyxx | Les Caves de Pyrene,done,283,FALSE,TRUE,https://admin.shopify.com/store/drynksapp/products/6822015729817
